phrase_key,language_code,translated_text,source_name,source_page,source_url,license,verified
SAFE_004,ne,"गह्रुङ्गो सामान एकै पटक नउचाल्नुहोस्, थोरै थोरै गरेर सार्नुहोस्।",우리농장 소통가이드_네팔.pdf,8,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
SAFE_005,vi,Hãy uống nước thường xuyên trong khi làm việc,우리농장 소통가이드_베트남.pdf,8,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
SAFE_005,ne,काम गर्दा बारम्बार पानी पिउनुहोस्,우리농장 소통가이드_네팔.pdf,8,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
SAFE_006,vi,"Khi nghỉ ngơi lúc nắng nóng, hãy tránh ánh nắng và nghỉ dưới bóng râm",우리농장 소통가이드_베트남.pdf,9,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
SAFE_006,ne,"अत्यधिक गर्मीमा आराम गर्दा, घामबाट जोगिएर छायाँमा बस्नुहोस्।",우리농장 소통가이드_네팔.pdf,9,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
SAFE_007,vi,"Khi làm việc đừng làm một mình, hãy làm việc hai người với nhau",우리농장 소통가이드_베트남.pdf,9,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
SAFE_007,ne,"काम गर्दा एक्लै नभएर, जोडा बनाएर काम गर्नुहोस्",우리농장 소통가이드_네팔.pdf,9,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
SAFE_008,vi,Hãy mặc quần áo dài vào những ngày nắng gắt,우리농장 소통가이드_베트남.pdf,9,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
SAFE_008,ne,चर्को घाम लाग्दा लामा-लामा बाहुला भएको लुगा लगाउनुहोस्।,우리농장 소통가이드_네팔.pdf,9,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
SAFE_009,vi,"Khi leo lên thang, hãy nắm chắc thang bằng cả hai tay rồi leo lên",우리농장 소통가이드_베트남.pdf,9,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
SAFE_009,ne,भर्‍याङमा चढ्दा दुवै हातले राम्ररी समातेर चढ्नुहोस्।,우리농장 소통가이드_네팔.pdf,9,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
SAFE_010,vi,Hãy sử dụng thang trên bề mặt phẳng,우리농장 소통가이드_베트남.pdf,9,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=db7f6125398bba1b7f84ff909b8bfc2b,공공누리 제1유형(출처표시),true
SAFE_010,ne,भर्‍याङ स्थिर र समतल जमिनमा राखेर काम गर्नुहोस्,우리농장 소통가이드_네팔.pdf,9,https://www.andong.go.kr/cmm/fms/FileDown.do?atchFileId=6719f2e81d8866ed1f4aa13f288ce746830c36971962fac806f933b8a6ea96d7&fileSn=f9a1967c526603d17ab488b9d2747cda,공공누리 제1유형(출처표시),true
